issn,eissn,status,year
00352039,,inactive,2013
00352047,,inactive,2014
00352195,,inactive,2023
00352292,,inactive,2005
00352349,17753864,inactive,2016
00352411,,inactive,2016
00352438,,inactive,1975
00352616,,inactive,2015
00352659,,inactive,1992
00352845,,inactive,1973
00352888,,inactive,2001
00352896,,inactive,1965
0035290X,,inactive,1999
00352977,,inactive,1974
00353019,,inactive,1972
00353043,,inactive,1971
00353116,,inactive,1988
00353159,,inactive,1998
00353183,,inactive,2002
00353221,,inactive,1993
00353248,,inactive,2001
00353280,,inactive,2013
00353299,,inactive,2002
00353329,,inactive,1975
00353469,,inactive,1965
00353655,,inactive,2004
00353841,17831768,inactive,2023
00353981,,inactive,1973
0035399X,,inactive,1992
00354015,,inactive,1974
00354082,,inactive,1991
00354090,,inactive,1989
0035449X,,inactive,2022
00354554,,inactive,1979
00354627,,inactive,1991
00355011,,inactive,1970
00355054,,inactive,1995
00355607,,inactive,2007
00355852,,inactive,2009
00356069,,inactive,1975
00356077,,inactive,1970
00356220,,inactive,2021
0035631X,,inactive,1985
00356336,,inactive,2009
00356344,,inactive,1991
00356409,,inactive,1984
00356425,,inactive,1961
00356867,,inactive,2008
00357073,,inactive,2021
00357448,,inactive,1982
0035760X,,inactive,1979
00357812,,inactive,2014
00357820,,inactive,2008
00358665,20520468,inactive,2020
0035869X,,inactive,1990
0035872X,,inactive,2006
00358738,,inactive,1996
00358762,,inactive,2001
00358797,,inactive,1990
00358800,,inactive,2002
00358819,,inactive,2000
00358835,,inactive,2002
00358894,20565259,inactive,1975
00358940,,inactive,1971
00358983,,inactive,1991
00359033,,inactive,2016
00359114,,inactive,1985
00359122,,inactive,2000
00359130,,inactive,2008
00359157,,inactive,1977
00359246,,inactive,1996
00359289,,inactive,1971
0035936X,,inactive,1962
00359440,,inactive,1976
00359483,,inactive,1997
00359890,,inactive,1996
00360228,,inactive,1980
00360465,,inactive,2016
00360678,,inactive,2006
00360821,,inactive,1993
00361402,,inactive,1975
00361488,,inactive,2006
00361496,,inactive,1991
00361607,,inactive,1997
00361682,,inactive,2003
00361844,,inactive,1980
00361860,,inactive,1971
00361984,,inactive,2015
00362174,,inactive,1984
00362255,,inactive,2018
00362891,,inactive,1975
00363030,,inactive,2004
00363278,,inactive,1979
00364037,,inactive,2002
00364355,,inactive,1999
00364827,15031128,inactive,2004
00365041,,inactive,2003
00365270,,inactive,2011
00365327,,inactive,2003
00365343,18046479,inactive,2015
00365505,,inactive,2000
0036553X,,inactive,1986
00365548,16511980,inactive,2014
00365556,,inactive,1987
00365572,,inactive,1979
00365580,,inactive,1996
00365599,16512065,inactive,2012
0036603X,,inactive,1989
00366064,,inactive,1988
00366099,,inactive,1989
00366218,,inactive,1983
0036634X,,inactive,1980
00366579,,inactive,1974
00367184,,inactive,2003
00367192,,inactive,1988
00367273,,inactive,1984
00367494,,inactive,1987
00367508,,inactive,1993
00367524,,inactive,1979
00367672,,inactive,2000
00367699,,inactive,2005
00367702,,inactive,1983
00367834,,inactive,2002
00367842,,inactive,1988
00367885,,inactive,1993
00368423,,inactive,1999
0036861X,,inactive,2000
00369225,,inactive,1998
00369594,,inactive,2020
00369748,,inactive,1989
00369772,,inactive,2023
00370169,,inactive,1977
00370657,,inactive,1975
00371017,21890544,inactive,2023
00371777,,inactive,1999
00371785,,inactive,1964
00372072,,inactive,2023
00372102,,inactive,2008
00372110,,inactive,2008
00372366,,inactive,1976
00372455,,inactive,2005
00373435,,inactive,2001
00373583,,inactive,2012
00373699,,inactive,2000
00373826,,inactive,2000
00373834,,inactive,2009
00373931,,inactive,2007
00374237,,inactive,1996
00374342,,inactive,2017
00374377,,inactive,1994
00374822,,inactive,1980
00375225,,inactive,2009
00375241,,inactive,1987
00375683,,inactive,1994
00376027,,inactive,1976
00377333,,inactive,2018
0037766X,,inactive,2006
00377678,,inactive,1989
00377813,,inactive,1987
0037802X,,inactive,2006
00378763,,inactive,2009
00378771,,inactive,2001
0037878X,,inactive,1981
00378828,,inactive,1988
00378925,,inactive,1995
00378968,,inactive,1996
00379026,,inactive,1998
00379042,,inactive,1970
00379050,,inactive,2015
00379085,19619049,inactive,2020
00379212,,inactive,2016
00379247,,inactive,2016
00379395,,inactive,1997
0037945X,,inactive,1975
00379557,27961702,inactive,1995
00379611,,inactive,1996
0037962X,,inactive,2018
00379646,,inactive,1995
00379727,,inactive,2001
00379816,14653907,inactive,2013
00379832,,inactive,1999
00379840,,inactive,1996
00379859,20565267,inactive,2000
00379972,,inactive,1972
00380032,,inactive,1977
00380113,,inactive,2002
0038030X,,inactive,1997
00380431,,inactive,1977
00380652,,inactive,2007
00380660,,inactive,1998
0038075X,15389243,inactive,2019
00380776,,inactive,1975
0038111X,,inactive,2018
00381810,,inactive,2003
00381861,21616302,inactive,2023
00382167,,inactive,1996
00382221,,inactive,2018
0038223X,,inactive,2008
00382299,,inactive,1964
00382507,,inactive,1978
00382973,,inactive,2018
00383139,15444910,inactive,2015
00383368,,inactive,2015
00383678,,inactive,2023
00383929,,inactive,2000
00384291,,inactive,2014
00384585,,inactive,1970
00384801,,inactive,1963
00384836,,inactive,1985
00384860,,inactive,1972
00385077,,inactive,1991
00385239,,inactive,1992
00385298,,inactive,1992
0038531X,,inactive,1992
00385328,,inactive,1993
00385360,,inactive,1991
00385379,,inactive,1989
00385409,,inactive,1975
00385417,,inactive,1991
00385492,,inactive,1992
00385514,,inactive,1978
00385565,,inactive,1992
00385581,,inactive,1991
0038562X,,inactive,1992
00385638,,inactive,1986
00385662,,inactive,1984
00385697,,inactive,1992
00385700,,inactive,1986
00385719,,inactive,1993
00385735,,inactive,1992
00385743,,inactive,1989
0038576X,,inactive,1989
00385832,,inactive,1992
00385859,,inactive,1992
00385875,,inactive,1991
00386286,,inactive,1973
00386340,,inactive,1991
00386804,,inactive,2012
00389153,,inactive,1990
0038920X,,inactive,2005
00389366,,inactive,2017
00389692,,inactive,2005
00389986,,inactive,1996
00390631,,inactive,1987
00390771,,inactive,1995
00390895,,inactive,2018
0039095X,,inactive,2001
00391719,,inactive,1974
00392049,,inactive,2015
00392073,,inactive,1986
00392197,,inactive,1988
00392391,,inactive,2005
00392553,,inactive,2001
00392995,,inactive,2014
00393258,,inactive,2022
00393592,,inactive,1992
00393797,22147136,inactive,1992
00394025,,inactive,1973
00394696,,inactive,2003
0039551X,,inactive,1971
00395870,,inactive,1981
00395897,,inactive,1971
00396001,,inactive,1976
00396087,,inactive,1993
00396095,,inactive,1981
00396273,,inactive,1989
00396303,,inactive,1999
0039646X,,discontinued,2017
00397628,,inactive,1989
00397989,,inactive,1990
00398241,,inactive,1986
00398357,,inactive,1981
00398667,,inactive,1985
00399450,,inactive,2010
00399620,,inactive,2016
0040117X,,inactive,2002
00401471,,inactive,1995
00401846,,inactive,1996
00401889,,inactive,2012
00401900,,inactive,2008
00402389,,inactive,2009
00402486,18354270,inactive,2013
00402494,,inactive,2002
00402656,,inactive,2007
00402796,,inactive,2010
00402826,21533490,inactive,1987
00403075,,inactive,2018
00403261,,inactive,2002
00403288,,inactive,2002
00403318,,inactive,1996
00403342,,inactive,1990
00403385,,inactive,2016
00403490,,inactive,1988
00403555,,inactive,2023
00403571,,inactive,2004
00403636,,inactive,2004
00403644,,inactive,2004
00403709,,inactive,2002
00404284,,inactive,2014
00404292,,inactive,2004
00404357,,inactive,1988
00404470,19383223,inactive,2021
00404691,15347303,inactive,2008
00404748,,inactive,2023
00404861,,inactive,2021
0040487X,,inactive,2018
0040490X,,inactive,1999
00404926,,inactive,1999
00404985,,inactive,2001
00405043,,inactive,1992
00405078,,inactive,2017
00405116,,inactive,2016
00405132,,inactive,2008
00405205,,inactive,2021
00405310,,inactive,2006
00405507,,inactive,2019
00405523,,inactive,2011
00405655,,policy,2016
00405671,,inactive,2023
00405744,,inactive,1995
00405922,,inactive,1977
00405973,,inactive,1996
00406082,,inactive,1972
00406384,,inactive,1977
00407194,15042952,inactive,2011
0040781X,,inactive,2016
00407984,,inactive,2006
00408670,,inactive,2022
00408808,,inactive,1997
00408867,,inactive,2003
00408875,,inactive,1996
00408921,,inactive,1995
00409022,,inactive,2001
00409383,,inactive,2011
00409618,,inactive,1996
00409960,,inactive,1998
00410012,,inactive,1982
00410241,23404086,inactive,1985
00410608,,inactive,2014
00410683,,inactive,2014
00410713,,inactive,1981
00411035,,inactive,1971
00411450,15322424,inactive,2014
00411787,,inactive,2002
00412538,,inactive,1996
00412678,,inactive,1974
00413186,,inactive,2002
00413232,,inactive,1995
00413267,,inactive,2001
00413291,,inactive,2007
00413674,,inactive,2016
00413771,,inactive,2024
00413879,,inactive,1991
00413887,,inactive,1975
00413992,,inactive,1997
00414018,,inactive,1997
00414093,,inactive,2008
00415367,,inactive,1979
00415537,,inactive,2010
00415553,,inactive,1990
00416045,,inactive,2005
0041610X,,inactive,1977
00416533,,inactive,1973
00418781,,inactive,2004
00419583,,inactive,1987
00419818,,inactive,2002
00419826,,inactive,1981
00420018,,inactive,2003
00420190,,inactive,2001
00420255,,inactive,1978
00420409,,inactive,1997
00420816,,inactive,1994
00420824,,inactive,1980
00420905,,inactive,2012
00421111,,inactive,2002
00421146,,inactive,1981
00421154,,inactive,1999
00421162,,inactive,1969
00421294,,inactive,2004
00421308,,inactive,2005
00421448,,inactive,2004
0042174X,,inactive,1989
00422363,,inactive,2003
00422835,,inactive,2002
00423106,,inactive,1998
00423211,,inactive,2014
00424676,,inactive,2016
00424730,,inactive,1992
00424862,,inactive,2014
00424870,,inactive,2015
00424889,,inactive,1982
00425192,,inactive,2010
00425281,,inactive,1980
00425699,,inactive,2001
00426229,,inactive,2004
00426423,,inactive,1978
00426644,,inactive,1976
00426695,,inactive,1981
00426857,,inactive,2016
00427616,,inactive,2004
00428779,,discontinued,2022
00428809,,inactive,2002
00429694,,inactive,1986
00429767,,inactive,1997
00429929,,inactive,2000
00429945,,inactive,2017
00430013,,inactive,2016
0043003X,,inactive,2004
00430420,,inactive,2003
00430463,,inactive,2003
00430730,,inactive,1986
00430862,,inactive,2002
00430927,,inactive,1996
00430951,,inactive,2003
00430986,,inactive,1997
00431001,,inactive,2007
00431125,,inactive,1980
00431141,,inactive,2021
0043129X,,inactive,1988
00431303,,inactive,1989
00431370,,inactive,1996
00431443,,inactive,2007
00431621,,inactive,2003
00432156,,inactive,1994
00432245,,inactive,2002
00432253,,inactive,2009
0043227X,,inactive,1974
0043230X,,inactive,2005
00432318,,inactive,2006
00432326,,inactive,2006
00432636,,inactive,2002
00432652,16139828,inactive,2005
00432792,,inactive,2007
00433004,,inactive,1975
00433225,,inactive,1996
00433284,,inactive,2016
00434019,,inactive,1992
00434078,,inactive,1989
00435163,,inactive,2011
0043518X,,inactive,1998
00435376,,inactive,1973
00435546,,inactive,1975
00435643,,inactive,2005
00435996,,inactive,2007
00436011,,inactive,2007
0043602X,,inactive,1981
00436046,,inactive,1987
00436143,,inactive,1999
00436674,,inactive,1973
00436925,,inactive,1996
00437131,,inactive,2018
00437700,,inactive,1982
00437808,,inactive,2002
00437875,,inactive,2004
00438375,,inactive,1987
00438405,,inactive,1988
00438502,,inactive,1996
00438790,,inactive,2021
00438871,10863338,inactive,2023
00440175,,inactive,2007
00440728,,inactive,2006
00441341,,inactive,1997
00441570,,inactive,1999
00441651,,inactive,1991
0044166X,14399148,inactive,1991
00441856,,inactive,2004
00442135,,inactive,2012
00442178,,inactive,1996
00442208,,inactive,1984
00442216,,inactive,1989
00442232,,inactive,1974
00442240,,inactive,1994
00442259,,inactive,2005
00442283,,inactive,1972
00442402,,inactive,1990
00442496,,inactive,2018
00442534,,inactive,1971
00442623,,inactive,1976
00442631,,inactive,1973
0044264X,14351293,inactive,1998
00442658,,inactive,2004
00442712,,inactive,1994
0044278X,,inactive,1970
00442798,,inactive,2006
0044281X,,inactive,1995
00442844,,inactive,1973
00442879,,inactive,1971
00442887,14390574,inactive,2003
00442895,,policy,2020
00442909,,inactive,1980
00442917,,inactive,1975
00442925,,inactive,2016
00442933,,inactive,1975
00442941,,inactive,1979
0044295X,,inactive,1972
00442968,,inactive,2015
00442984,,inactive,1989
00443026,,inactive,1999
00443077,,inactive,1971
00443093,,inactive,2019
00443131,,inactive,1975
0044314X,,inactive,2002
00443174,,inactive,1972
00443220,1438941X,inactive,2006
00443255,,inactive,1986
00443263,,inactive,2017
0044328X,,inactive,1984
00443328,,inactive,1974
00443379,,inactive,1973
00443387,,inactive,1973
00443409,,inactive,2011
00443417,,inactive,1973
00443433,,inactive,1990
0044345X,,inactive,1973
00443468,,inactive,2001
00443492,,inactive,2017
00443514,,inactive,2007
00443565,,inactive,1985
00443573,,inactive,1987
00443581,,inactive,1984
0044359X,,inactive,1973
00443603,,inactive,1982
00443611,,inactive,1990
0044362X,,inactive,1973
00443697,,inactive,1990
00443700,,inactive,2021
00443719,,inactive,1985
00443727,,inactive,1989
00443743,,inactive,1987
00443751,,inactive,2021
0044376X,,inactive,1983
00444030,,inactive,1990
00444057,,inactive,1977
00444197,14389762,inactive,2006
00444251,14389746,inactive,2011
0044426X,,inactive,1971
00444294,,inactive,1962
00444502,,inactive,2004
00444510,,inactive,2004
00444529,,inactive,2016
00444537,,inactive,2004
0044457X,,inactive,2005
00444596,,inactive,2020
00444650,,inactive,1999
00444693,,inactive,1988
00444847,,inactive,1997
00445169,,inactive,2017
00445193,,inactive,1995
00445371,,inactive,1979
0044538X,,inactive,1977
00445983,,inactive,1998
00446009,,inactive,2010
00446033,,inactive,1990
00446041,,inactive,1972
00446173,14389436,inactive,2007
00447307,,inactive,1970
00447749,,inactive,2019
00447897,,inactive,2005
00447951,,inactive,1982
0044796X,,inactive,1995
00447978,,inactive,1982
00447986,26903350,inactive,1972
00447994,26903369,inactive,1973
00448001,,inactive,1983
00448028,26904055,inactive,1977
00448249,15213757,inactive,1981
0044863X,,inactive,2010
00449202,15535630,inactive,2010
00449954,,inactive,1979
00450316,,inactive,2002
00450626,,inactive,2001
00450642,,inactive,1985
0045432X,,inactive,1998
00454850,,inactive,1978
00455083,,inactive,1975
00456039,,inactive,1988
00456152,,inactive,2003
00456446,,inactive,1983
00456470,,inactive,1971
00456519,,inactive,2002
00456632,,inactive,1986
00458511,19385110,inactive,2020
00459100,,inactive,1977
00459275,,inactive,1974
00459380,,inactive,2002
0046001X,,inactive,2016
00460931,,inactive,1985
00461628,,inactive,2023
00462012,,discontinued,2018
00462039,,inactive,1988
0046208X,,inactive,2022
00462225,,inactive,1974
00462497,,discontinued,2019
00462756,,inactive,1983
00463515,,inactive,1971
00465763,,inactive,1985
00465968,,inactive,1999
00466794,,inactive,1981
00466891,,inactive,1988
00467022,,inactive,2013
00467138,,inactive,1978
00467324,,inactive,2000
0046757X,,inactive,2002
00467596,,inactive,2021
00467774,23748052,inactive,1994
00467952,,inactive,1988
0046838X,15583074,inactive,1977
00469858,,inactive,1983
00470716,,inactive,1999
00470740,,inactive,1986
00471623,,inactive,1973
00471801,,inactive,1999
00471828,,inactive,2001
00471852,,inactive,2016
00471860,,inactive,2016
00471879,,inactive,1994
00471887,,inactive,2018
00471909,,inactive,1991
00472069,,inactive,1968
00472166,,inactive,2015
